Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Score,Segment
59,1,293.5,3,2,2,322,Others
18,4,1198.09,4,4,4,444,Champions
60,4,1257.18,3,4,4,344,Loyal Customers
228,1,163.2,1,2,1,121,Others
32,13,10300.98,4,5,5,455,Champions
57,1,376.92,3,2,2,322,Others
280,1,299.83,1,2,2,122,Others
3,7,1572.97,5,5,4,554,Champions
295,1,307.21000000000004,1,2,2,122,Others
2,2,2006.32,5,3,4,534,Loyal Customers
11,1,102.0,5,2,1,521,Others
31,7,1092.06,4,5,4,454,Champions
40,2,1362.75,3,3,4,334,Loyal Customers
232,1,438.65000000000003,1,2,2,122,Others
18,7,2475.32,4,5,5,455,Champions
257,2,468.88,1,3,2,132,At Risk
8,8,2166.42,5,5,5,555,Champions
161,3,741.69,2,4,3,243,At Risk
3,8,4134.91,5,5,5,555,Champions
31,9,2304.51,4,5,5,455,Champions
10,11,4939.24,5,5,5,555,Champions
25,6,426.90000000000003,4,5,2,452,Loyal Customers
42,2,101.1,3,3,1,331,Loyal Customers
64,9,1743.3700000000001,3,5,4,354,Loyal Customers
84,1,229.2,2,2,1,221,Others
16,1,326.74,4,2,2,422,Others
113,2,600.34,2,3,3,233,At Risk
107,3,793.9300000000001,2,4,3,243,At Risk
163,1,358.15,2,2,2,222,Others
182,1,351.66,1,2,2,122,Others
57,1,157.85999999999999,3,2,1,321,Others
100,4,382.06,2,4,2,242,At Risk
10,8,2786.57,5,5,5,555,Champions
11,3,728.75,5,4,3,543,Loyal Customers
4,28,3773.11,5,5,5,555,Champions
63,4,1555.83,3,4,4,344,Loyal Customers
29,2,441.92,4,3,2,432,Loyal Customers
9,5,631.34,5,4,3,543,Loyal Customers
92,1,129.75,2,2,1,221,Others
289,3,71.15,1,4,1,141,At Risk
38,3,741.02,3,4,3,343,Loyal Customers
84,1,156.37,2,2,1,221,Others
17,2,299.61,4,3,2,432,Loyal Customers
46,1,141.85,3,2,1,321,Others
23,4,1210.83,4,4,4,444,Champions
19,7,3095.95,4,5,5,455,Champions
72,2,141.6,2,3,1,231,At Risk
28,1,187.3,4,2,1,421,Others
150,2,575.37,2,3,3,233,At Risk
33,5,2060.1,4,4,4,444,Champions
22,2,330.56,4,3,2,432,Loyal Customers
297,1,197.70000000000002,1,2,1,121,Others
303,3,346.56,1,4,2,142,At Risk
18,2,679.02,4,3,3,433,Loyal Customers
148,1,93.49,2,2,1,221,Others
186,1,112.86,1,2,1,121,Others
81,2,271.44,2,3,2,232,At Risk
7,1,736.28,5,2,3,523,Others
297,1,171.25,1,2,1,121,Others
14,6,815.11,5,5,3,553,Loyal Customers
103,2,368.35,2,3,2,232,At Risk
322,2,147.3,1,3,1,131,At Risk
5,4,661.04,5,4,3,543,Loyal Customers
31,5,1191.44,4,4,4,444,Champions
217,1,178.07,1,2,1,121,Others
25,10,3207.76,4,5,5,455,Champions
87,3,770.03,2,4,3,243,At Risk
8,8,3761.38,5,5,5,555,Champions
28,1,184.66,4,2,1,421,Others
12,3,383.78000000000003,5,4,2,542,Loyal Customers
246,1,414.72,1,2,2,122,Others
31,3,437.87,4,4,2,442,Loyal Customers
184,4,262.64,1,4,2,142,At Risk
7,11,5925.4800000000005,5,5,5,555,Champions
304,2,373.16,1,3,2,132,At Risk
10,8,1757.98,5,5,4,554,Champions
4,4,405.48,5,4,2,542,Loyal Customers
11,2,1609.37,5,3,4,534,Loyal Customers
29,1,591.96,4,2,3,423,Others
1,3,75.75999999999999,5,4,1,541,Loyal Customers
14,3,400.46999999999997,5,4,2,542,Loyal Customers
373,1,124.78,1,2,1,121,Others
7,6,2907.65,5,5,5,555,Champions
10,1,180.60999999999999,5,2,1,521,Others
42,1,334.62,3,2,2,322,Others
56,5,2162.93,3,4,5,345,Loyal Customers
57,2,449.25,3,3,2,332,Loyal Customers
234,4,701.96,1,4,3,143,At Risk
10,1,133.34,5,2,1,521,Others
257,1,388.84,1,2,2,122,Others
45,4,3867.5,3,4,5,345,Loyal Customers
359,1,338.46000000000004,1,2,2,122,Others
50,2,689.6700000000001,3,3,3,333,Loyal Customers
1,10,3786.7000000000003,5,5,5,555,Champions
79,1,175.9,2,2,1,221,Others
1,91,29562.02,5,5,5,555,Champions
238,1,430.69,1,2,2,122,Others
47,1,114.92,3,2,1,321,Others
191,4,596.09,1,4,3,143,At Risk
151,2,129.69,2,3,1,231,At Risk
53,21,2657.91,3,5,5,355,Loyal Customers
116,4,457.96000000000004,2,4,2,242,At Risk
8,155,51208.87,5,5,5,555,Champions
58,6,1552.35,3,5,4,354,Loyal Customers
24,3,543.47,4,4,3,443,Loyal Customers
43,3,1596.29,3,4,4,344,Loyal Customers
98,4,757.24,2,4,3,243,At Risk
8,1,208.97,5,2,1,521,Others
1,2,1803.2,5,3,4,534,Loyal Customers
5,19,7614.24,5,5,5,555,Champions
4,4,717.39,5,4,3,543,Loyal Customers
21,10,2990.41,4,5,5,455,Champions
21,3,923.99,4,4,3,443,Loyal Customers
5,7,2585.2,5,5,5,555,Champions
21,2,321.72,4,3,2,432,Loyal Customers
11,26,15785.87,5,5,5,555,Champions
120,2,805.3000000000001,2,3,3,233,At Risk
46,9,424.18,3,5,2,352,Loyal Customers
22,1,227.15,4,2,1,421,Others
4,3,599.78,5,4,3,543,Loyal Customers
2,2,1213.8,5,3,4,534,Loyal Customers
33,4,913.05,4,4,3,443,Loyal Customers
17,1,235.87,4,2,1,421,Others
9,14,4621.320000000001,5,5,5,555,Champions
324,1,167.1,1,2,1,121,Others
35,3,3424.02,4,4,5,445,Champions
31,2,999.48,4,3,4,434,Loyal Customers
275,2,366.0,1,3,2,132,At Risk
15,2,291.56,5,3,2,532,Loyal Customers
175,3,324.08,2,4,2,242,At Risk
4,18,2325.92,5,5,5,555,Champions
73,3,703.27,2,4,3,243,At Risk
10,17,1091.44,5,5,4,554,Champions
10,5,545.05,5,4,3,543,Loyal Customers
2,11,1292.39,5,5,4,554,Champions
3,8,1968.75,5,5,4,554,Champions
88,2,147.12,2,3,1,231,At Risk
157,2,149.7,2,3,1,231,At Risk
182,1,216.4,1,2,1,121,Others
30,1,381.09000000000003,4,2,2,422,Others
9,10,1580.38,5,5,4,554,Champions
276,1,291.76,1,2,2,122,Others
9,5,1142.47,5,4,4,544,Champions
373,1,110.05,1,2,1,121,Others
362,1,261.7,1,2,2,122,Others
11,1,64.49,5,2,1,521,Others
36,12,3020.64,4,5,5,455,Champions
187,1,225.78,1,2,1,121,Others
264,2,43.87,1,3,1,131,At Risk
136,3,396.39,2,4,2,242,At Risk
74,1,536.28,2,2,3,223,Others
4,39,20137.24,5,5,5,555,Champions
15,6,1574.13,5,5,4,554,Champions
179,1,170.4,1,2,1,121,Others
163,2,289.5,2,3,2,232,At Risk
9,2,574.2,5,3,3,533,Loyal Customers
8,1,244.08,5,2,1,521,Others
80,3,638.2,2,4,3,243,At Risk
357,1,294.0,1,2,2,122,Others
207,1,128.7,1,2,1,121,Others
23,8,2239.1,4,5,5,455,Champions
29,8,2534.7400000000002,4,5,5,455,Champions
33,12,2993.88,4,5,5,455,Champions
268,1,114.69,1,2,1,121,Others
42,1,344.90000000000003,3,2,2,322,Others
36,5,540.35,4,4,3,443,Loyal Customers
56,1,144.29,3,2,1,321,Others
81,6,26286.75,2,5,5,255,At Risk
226,3,1128.72,1,4,4,144,At Risk
59,1,74.99,3,2,1,321,Others
332,3,360.35,1,4,2,142,At Risk
7,74,60117.6,5,5,5,555,Champions
1,6,947.26,5,5,3,553,Loyal Customers
9,2,627.5400000000001,5,3,3,533,Loyal Customers
14,4,788.46,5,4,3,543,Loyal Customers
176,1,159.17000000000002,2,2,1,221,Others
3,9,1618.93,5,5,4,554,Champions
291,2,392.6,1,3,2,132,At Risk
364,1,465.41999999999996,1,2,2,122,Others
228,1,140.75,1,2,1,121,Others
158,2,61.300000000000004,2,3,1,231,At Risk
8,62,1697.85,5,5,4,554,Champions
185,3,564.55,1,4,3,143,At Risk
107,4,643.16,2,4,3,243,At Risk
8,1,261.76,5,2,2,522,Others
1,17,4558.01,5,5,5,555,Champions
227,5,865.49,1,4,3,143,At Risk
7,2,223.42,5,3,1,531,Loyal Customers
9,4,590.44,5,4,3,543,Loyal Customers
138,18,2126.09,2,5,4,254,At Risk
184,1,161.94,1,2,1,121,Others
17,3,1035.1,4,4,4,444,Champions
2,12,2527.17,5,5,5,555,Champions
8,1,321.79,5,2,2,522,Others
36,1,1223.31,4,2,4,424,Others
1,4,1159.99,5,4,4,544,Champions
29,1,201.27,4,2,1,421,Others
46,1,239.12,3,2,1,321,Others
316,1,138.18,1,2,1,121,Others
31,1,171.71,4,2,1,421,Others
28,4,999.51,4,4,4,444,Champions
12,4,766.87,5,4,3,543,Loyal Customers
123,7,288.42,2,5,2,252,At Risk
15,1,207.33,5,2,1,521,Others
16,3,896.7700000000001,4,4,3,443,Loyal Customers
227,1,206.95,1,2,1,121,Others
25,1,252.88,4,2,2,422,Others
253,1,225.99,1,2,1,121,Others
24,7,1595.1399999999999,4,5,4,454,Champions
18,2,419.38,4,3,2,432,Loyal Customers
15,3,482.33,5,4,2,542,Loyal Customers
16,3,639.24,4,4,3,443,Loyal Customers
2,2,338.41,5,3,2,532,Loyal Customers
200,1,124.25,1,2,1,121,Others
85,4,509.01,2,4,3,243,At Risk
11,4,244.37,5,4,1,541,Loyal Customers
12,1,353.51,5,2,2,522,Others
17,3,524.83,4,4,3,443,Loyal Customers
28,1,215.22,4,2,1,421,Others
51,14,17642.89,3,5,5,355,Loyal Customers
178,7,1896.84,1,5,4,154,At Risk
9,2,410.79,5,3,2,532,Loyal Customers
359,1,115.3,1,2,1,121,Others
46,2,476.90000000000003,3,3,2,332,Loyal Customers
67,1,165.0,3,2,1,321,Others
35,2,175.85,4,3,1,431,Loyal Customers
179,1,190.48000000000002,1,2,1,121,Others
145,2,216.41,2,3,1,231,At Risk
21,4,894.53,4,4,3,443,Loyal Customers
15,6,1177.72,5,5,4,554,Champions
136,2,2074.07,2,3,4,234,At Risk
219,1,192.05,1,2,1,121,Others
278,1,433.77,1,2,2,122,Others
14,1,451.3,5,2,2,522,Others
11,1,335.52,5,2,2,522,Others
21,2,546.34,4,3,3,433,Loyal Customers
21,8,1142.37,4,5,4,454,Champions
57,9,97.39999999999999,3,5,1,351,Loyal Customers
192,1,141.48,1,2,1,121,Others
10,4,548.22,5,4,3,543,Loyal Customers
1,20,4536.29,5,5,5,555,Champions
177,1,116.10000000000001,1,2,1,121,Others
2,1,287.91,5,2,2,522,Others
23,8,1417.01,4,5,4,454,Champions
285,1,189.63,1,2,1,121,Others
17,2,326.09,4,3,2,432,Loyal Customers
129,1,222.64000000000001,2,2,1,221,Others
73,2,500.92,2,3,3,233,At Risk
29,1,337.66,4,2,2,422,Others
270,7,2282.28,1,5,5,155,At Risk
200,1,10877.18,1,2,5,125,Others
161,2,271.05,2,3,2,232,At Risk
28,1,176.5,4,2,1,421,Others
3,6,4381.78,5,5,5,555,Champions
254,1,190.95,1,2,1,121,Others
29,3,1188.46,4,4,4,444,Champions
177,2,603.9,1,3,3,133,At Risk
44,2,1185.46,3,3,4,334,Loyal Customers
2,19,4369.56,5,5,5,555,Champions
22,3,912.15,4,4,3,443,Loyal Customers
26,2,186.60000000000002,4,3,1,431,Loyal Customers
82,9,3667.83,2,5,5,255,At Risk
24,15,3473.8,4,5,5,455,Champions
22,2,1122.4,4,3,4,434,Loyal Customers
19,6,2455.68,4,5,5,455,Champions
305,1,314.1,1,2,2,122,Others
1,5,975.63,5,4,3,543,Loyal Customers
9,2,1019.44,5,3,4,534,Loyal Customers
10,10,3171.54,5,5,5,555,Champions
16,1,151.49,4,2,1,421,Others
2,8,1699.25,5,5,4,554,Champions
61,2,389.4,3,3,2,332,Loyal Customers
127,1,590.78,2,2,3,223,Others
33,1,463.53,4,2,2,422,Others
19,2,704.75,4,3,3,433,Loyal Customers
9,3,955.8000000000001,5,4,3,543,Loyal Customers
15,15,10705.8,5,5,5,555,Champions
82,1,428.45,2,2,2,222,Others
57,1,321.9,3,2,2,322,Others
229,1,360.85,1,2,2,122,Others
1,8,7111.18,5,5,5,555,Champions
80,4,2346.19,2,4,5,245,At Risk
82,6,3374.22,2,5,5,255,At Risk
63,3,1723.04,3,4,4,344,Loyal Customers
78,3,808.81,2,4,3,243,At Risk
21,5,1965.52,4,4,4,444,Champions
32,1,527.94,4,2,3,423,Others
186,1,451.56,1,2,2,122,Others
10,3,399.61,5,4,2,542,Loyal Customers
1,89,349164.35,5,5,5,555,Champions
185,1,105.8,1,2,1,121,Others
112,5,1019.16,2,4,4,244,At Risk
78,1,165.88,2,2,1,221,Others
232,2,577.8100000000001,1,3,3,133,At Risk
5,13,1828.24,5,5,4,554,Champions
47,1,193.48000000000002,3,2,1,321,Others
225,1,405.85,1,2,2,122,Others
54,2,420.66999999999996,3,3,2,332,Loyal Customers
4,1,76.32000000000001,5,2,1,521,Others
333,1,9.700000000000001,1,2,1,121,Others
12,5,731.38,5,4,3,543,Loyal Customers
5,4,1068.05,5,4,4,544,Champions
3,1,180.7,5,2,1,521,Others
149,1,92.2,2,2,1,221,Others
108,1,102.65,2,2,1,221,Others
39,1,209.05,3,2,1,321,Others
173,1,399.29,2,2,2,222,Others
267,1,222.95999999999998,1,2,1,121,Others
140,1,220.13,2,2,1,221,Others
234,2,445.0,1,3,2,132,At Risk
28,5,567.71,4,4,3,443,Loyal Customers
45,2,847.03,3,3,3,333,Loyal Customers
187,2,145.99,1,3,1,131,At Risk
109,1,536.41,2,2,3,223,Others
37,2,882.47,3,3,3,333,Loyal Customers
9,8,2169.25,5,5,5,555,Champions
18,7,2748.19,4,5,5,455,Champions
282,1,112.85000000000001,1,2,1,121,Others
40,4,941.88,3,4,3,343,Loyal Customers
56,4,1226.09,3,4,4,344,Loyal Customers
282,1,426.69,1,2,2,122,Others
295,1,246.22,1,2,1,121,Others
24,3,533.41,4,4,3,443,Loyal Customers
5,1,186.88,5,2,1,521,Others
207,1,213.9,1,2,1,121,Others
22,1,365.82,4,2,2,422,Others
15,1,184.41,5,2,1,521,Others
368,1,371.51,1,2,2,122,Others
220,1,728.84,1,2,3,123,Others
259,1,175.5,1,2,1,121,Others
8,11,2538.7599999999998,5,5,5,555,Champions
10,6,1897.69,5,5,4,554,Champions
106,4,1206.0,2,4,4,244,At Risk
23,32,9905.56,4,5,5,455,Champions
248,1,589.52,1,2,3,123,Others
239,1,58.5,1,2,1,121,Others
311,1,176.10000000000002,1,2,1,121,Others
196,3,875.45,1,4,3,143,At Risk
38,7,4512.93,3,5,5,355,Loyal Customers
158,2,754.38,2,3,3,233,At Risk
36,4,821.49,4,4,3,443,Loyal Customers
99,1,291.13,2,2,2,222,Others
358,1,329.58000000000004,1,2,2,122,Others
267,1,724.89,1,2,3,123,Others
66,3,1279.55,3,4,4,344,Loyal Customers
261,1,313.49,1,2,2,122,Others
239,3,461.16,1,4,2,142,At Risk
113,1,321.6,2,2,2,222,Others
16,2,963.59,4,3,3,433,Loyal Customers
74,5,3188.2,2,4,5,245,At Risk
23,1,101.16,4,2,1,421,Others
107,2,770.56,2,3,3,233,At Risk
211,1,230.1,1,2,1,121,Others
319,1,344.75,1,2,2,122,Others
358,1,447.53000000000003,1,2,2,122,Others
17,3,332.1,4,4,2,442,Loyal Customers
189,1,314.65999999999997,1,2,2,122,Others
135,1,544.47,2,2,3,223,Others
201,1,360.08,1,2,2,122,Others
18,1,147.45,4,2,1,421,Others
313,1,298.3,1,2,2,122,Others
166,4,1780.34,2,4,4,244,At Risk
73,4,1933.15,2,4,4,244,At Risk
149,2,323.29,2,3,2,232,At Risk
232,2,479.91999999999996,1,3,2,132,At Risk
4,8,1493.1200000000001,5,5,4,554,Champions
30,5,1616.48,4,4,4,444,Champions
26,1,383.33,4,2,2,422,Others
23,12,7516.31,4,5,5,455,Champions
1,15,7539.84,5,5,5,555,Champions
14,15,6650.83,5,5,5,555,Champions
120,1,295.0,2,2,2,222,Others
2,10,3526.81,5,5,5,555,Champions
14,2,1480.8600000000001,5,3,4,534,Loyal Customers
42,23,4782.400000000001,3,5,5,355,Loyal Customers
187,1,179.6,1,2,1,121,Others
24,6,913.11,4,5,3,453,Loyal Customers
151,1,270.92,2,2,2,222,Others
8,2,588.75,5,3,3,533,Loyal Customers
51,4,913.9,3,4,3,343,Loyal Customers
81,4,1372.72,2,4,4,244,At Risk
50,1,515.78,3,2,3,323,Others
66,2,568.64,3,3,3,333,Loyal Customers
15,13,3757.92,5,5,5,555,Champions
245,1,162.72,1,2,1,121,Others
50,3,839.73,3,4,3,343,Loyal Customers
81,8,21964.14,2,5,5,255,At Risk
184,5,1015.42,1,4,4,144,At Risk
278,1,317.88,1,2,2,122,Others
217,1,267.9,1,2,2,122,Others
92,1,199.85,2,2,1,221,Others
23,1,110.69999999999999,4,2,1,421,Others
82,4,2262.52,2,4,5,245,At Risk
100,6,2059.67,2,5,4,254,At Risk
2,5,1979.6000000000001,5,4,4,544,Champions
10,17,7318.91,5,5,5,555,Champions
29,2,428.06,4,3,2,432,Loyal Customers
134,1,603.25,2,2,3,223,Others
70,1,251.1,3,2,2,322,Others
308,1,269.37,1,2,2,122,Others
227,5,1464.73,1,4,4,144,At Risk
2,1,168.60000000000002,5,2,1,521,Others
68,1,161.4,3,2,1,321,Others
245,2,680.85,1,3,3,133,At Risk
184,3,1307.4,1,4,4,144,At Risk
226,1,153.0,1,2,1,121,Others
214,2,741.85,1,3,3,133,At Risk
28,5,1320.66,4,4,4,444,Champions
33,4,1069.67,4,4,4,444,Champions
40,1,240.3,3,2,1,321,Others
155,1,231.34,2,2,1,221,Others
30,1,307.55,4,2,2,422,Others
213,1,120.32,1,2,1,121,Others
18,6,619.37,4,5,3,453,Loyal Customers
67,1,461.68,3,2,2,322,Others
296,1,427.0,1,2,2,122,Others
112,2,1296.43,2,3,4,234,At Risk
18,4,2345.71,4,4,5,445,Champions
